G2V	RVS_T05750G45P00V000K2SNWNVRVSF	
8439.6643      8780.2676
8494.8842      1.0e-9
8495.2536      1.0e-9
8495.6229      1.0e-9
8495.9923      1.0e-9
8496.3617      1.0e-9
8496.7311      1.0e-9
8497.1005      1.0e-9
8497.47	       1.0e-9
8497.8394      1.0e-9
8498.2089      1.0e-9
8498.5784      1.0e-9
8498.9479      1.0e-9
8499.3174      1.0e-9
8499.6869      1.0e-9
8500.0565      1.0e-9
8500.426       1.0e-9
8500.7956      1.0e-9
8501.1652      1.0e-9
8501.5348      1.0e-9
8501.9045      1.0e-9
8502.2741      1.0e-9
8502.6438      1.0e-9
8503.0135      1.0e-9
8503.3832      1.0e-9
8503.7529      1.0e-9
8504.1226      1.0e-9
8504.4924      1.0e-9
8504.8621      1.0e-9
8505.2319      1.0e-9
8505.6017      1.0e-9
8505.9715      1.0e-9
8506.3413      1.0e-9
8506.7112      1.0e-9
8507.081       1.0e-9
8507.4509      1.0e-9
8507.8208      1.0e-9
8508.1907      1.0e-9
8508.5606      1.0e-9
8508.9305      1.0e-9
8509.3005      1.0e-9
8509.6705      1.0e-9
8510.0404      1.0e-9
8510.4105      1.0e-9
8510.7805      1.0e-9
8511.1505      1.0e-9
8511.5206      1.0e-9
8511.8906      1.0e-9
8512.2607      1.0e-9
8512.6308      1.0e-9
8513.0009      1.0e-9
8513.371       1.0e-9
8513.7412      1.0e-9
8514.1114      1.0e-9
8514.4815      1.0e-9
8514.8517      1.0e-9
8515.2219      1.0e-9
8515.5922      1.0e-9
8515.9624      1.0e-9
8516.3327      1.0e-9
8516.7029      1.0e-9
8517.0732      1.0e-9
8517.4435      1.0e-9
8517.8139      1.0e-9
8518.1842      1.0e-9
8518.5546      1.0e-9
8518.9249      1.0e-9
8519.2953      1.0e-9
8519.6657      1.0e-9
8520.0361      1.0e-9
8520.4066      1.0e-9
8520.777       1.0e-9
8521.1475      1.0e-9
8521.518       1.0e-9
8521.8885      1.0e-9
8522.259       1.0e-9
8522.6295      1.0e-9
8523.0001      1.0e-9
8523.3707      1.0e-9
8523.7412      1.0e-9
8524.1118      1.0e-9
8524.4824      1.0e-9
8524.8531      1.0e-9
8525.2237      1.0e-9
8525.5944      1.0e-9
8525.9651      1.0e-9
8526.3358      1.0e-9
8526.7065      1.0e-9
8527.0772      1.0e-9
8527.4479      1.0e-9
8527.8187      1.0e-9
8528.1895      1.0e-9
8528.5603      1.0e-9
8528.9311      1.0e-9
8529.3019      1.0e-9
8529.6727      1.0e-9
8530.0436      1.0e-9
8530.4145      1.0e-9
8530.7853      1.0e-9
8531.1562      1.0e-9
8531.5272      1.0e-9
8531.8981      1.0e-9
8532.2691      1.0e-9
8532.64        1.0e-9
8533.011       1.0e-9
8533.382       1.0e-9
8533.753       1.0e-9
8534.1241      1.0e-9
8534.4951      1.0e-9
8534.8662      1.0e-9
8535.2372      1.0e-9
8535.6083      1.0e-9
8535.9795      1.0e-9
8536.3506      1.0e-9
8536.7217      1.0e-9
8537.0929      1.0e-9
8537.4641      1.0e-9
8537.8353      1.0e-9
8538.2065      1.0e-9
8538.5777      1.0e-9
8538.9489      1.0e-9
8539.3202      1.0e-9
8539.6915      1.0e-9
8540.0628      1.0e-9
8540.4341      1.0e-9
8540.8054      1.0e-9
8541.1767      1.0e-9
8541.5481      1.0e-9
8541.9195      1.0e-9
8542.2909      1.0e-9
8542.6623      1.0e-9
8543.0337      1.0e-9
8543.4051      1.0e-9
8543.7766      1.0e-9
8544.148       1.0e-9
8544.5195      1.0e-9
8544.891       1.0e-9
8545.2625      1.0e-9
8545.6341      1.0e-9
8546.0056      1.0e-9
8546.3772      1.0e-9
8546.7488      1.0e-9
8547.1204      1.0e-9
8547.492       1.0e-9
8547.8636      1.0e-9
8548.2353      1.0e-9
8548.6069      1.0e-9
8548.9786      1.0e-9
8549.3503      1.0e-9
8549.722       1.0e-9
8550.0937      1.0e-9
8550.4655      1.0e-9
8550.8372      1.0e-9
8551.209       1.0e-9
8551.5808      1.0e-9
8551.9526      1.0e-9
8552.3244      1.0e-9
8552.6963      1.0e-9
8553.0681      1.0e-9
8553.44	       1.0e-9
8553.8119      1.0e-9
8554.1838      1.0e-9
8554.5557      1.0e-9
8554.9277      1.0e-9
8555.2996      1.0e-9
8555.6716      1.0e-9
8556.0436      1.0e-9
8556.4156      1.0e-9
8556.7876      1.0e-9
8557.1596      1.0e-9
8557.5317      1.0e-9
8557.9037      1.0e-9
8558.2758      1.0e-9
8558.6479      1.0e-9
8559.02	       1.0e-9
8559.3922      1.0e-9
8559.7643      1.0e-9
8560.1365      1.0e-9
8560.5087      1.0e-9
8560.8808      1.0e-9
8561.2531      1.0e-9
8561.6253      1.0e-9
8561.9975      1.0e-9
8562.3698      1.0e-9
8562.7421      1.0e-9
8563.1144      1.0e-9
8563.4867      1.0e-9
8563.859       1.0e-9
8564.2313      1.0e-9
8564.6037      1.0e-9
8564.9761      1.0e-9
8565.3485      1.0e-9
8565.7209      1.0e-9
8566.0933      1.0e-9
8566.4657      1.0e-9
8566.8382      1.0e-9
8567.2107      1.0e-9
8567.5831      1.0e-9
8567.9556      1.0e-9
8568.3282      1.0e-9
8568.7007      1.0e-9
8569.0733      1.0e-9
8569.4458      1.0e-9
8569.8184      1.0e-9
8570.191       1.0e-9
8570.5636      1.0e-9
8570.9363      1.0e-9
8571.3089      1.0e-9
8571.6816      1.0e-9
8572.0543      1.0e-9
8572.427       1.0e-9
8572.7997      1.0e-9
8573.1724      1.0e-9
8573.5451      1.0e-9
8573.9179      1.0e-9
8574.2907      1.0e-9
8574.6635      1.0e-9
8575.0363      1.0e-9
8575.4091      1.0e-9
8575.782       1.0e-9
8576.1548      1.0e-9
8576.5277      1.0e-9
8576.9006      1.0e-9
8577.2735      1.0e-9
8577.6464      1.0e-9
8578.0194      1.0e-9
8578.3923      1.0e-9
8578.7653      1.0e-9
8579.1383      1.0e-9
8579.5113      1.0e-9
8579.8843      1.0e-9
8580.2574      1.0e-9
8580.6304      1.0e-9
8581.0035      1.0e-9
8581.3766      1.0e-9
8581.7497      1.0e-9
8582.1228      1.0e-9
8582.4959      1.0e-9
8582.8691      1.0e-9
8583.2423      1.0e-9
8583.6154      1.0e-9
8583.9886      1.0e-9
8584.3619      1.0e-9
8584.7351      1.0e-9
8585.1083      1.0e-9
8585.4816      1.0e-9
8585.8549      1.0e-9
8586.2282      1.0e-9
8586.6015      1.0e-9
8586.9748      1.0e-9
8587.3482      1.0e-9
8587.7215      1.0e-9
8588.0949      1.0e-9
8588.4683      1.0e-9
8588.8417      1.0e-9
8589.2151      1.0e-9
8589.5886      1.0e-9
8589.9621      1.0e-9
8590.3355      1.0e-9
8590.709       1.0e-9
8591.0825      1.0e-9
8591.4561      1.0e-9
8591.8296      1.0e-9
8592.2032      1.0e-9
8592.5767      1.0e-9
8592.9503      1.0e-9
8593.3239      1.0e-9
8593.6976      1.0e-9
8594.0712      1.0e-9
8594.4448      1.0e-9
8594.8185      1.0e-9
8595.1922      1.0e-9
8595.5659      1.0e-9
8595.9396      1.0e-9
8596.3134      1.0e-9
8596.6871      1.0e-9
8597.0609      1.0e-9
8597.4347      1.0e-9
8597.8085      1.0e-9
8598.1823      1.0e-9
8598.5561      1.0e-9
8598.93        1.0e-9
8599.3038      1.0e-9
8599.6777      1.0e-9
8600.0516      1.0e-9
8600.4255      1.0e-9
8600.7995      1.0e-9
8601.1734      1.0e-9
8601.5474      1.0e-9
8601.9214      1.0e-9
8602.2954      1.0e-9
8602.6694      1.0e-9
8603.0434      1.0e-9
8603.4174      1.0e-9
8603.7915      1.0e-9
8604.1656      1.0e-9
8604.5397      1.0e-9
8604.9138      1.0e-9
8605.2879      1.0e-9
8605.6621      1.0e-9
8606.0362      1.0e-9
8606.4104      1.0e-9
8606.7846      1.0e-9
8607.1588      1.0e-9
8607.533       1.0e-9
8607.9073      1.0e-9
8608.2815      1.0e-9
8608.6558      1.0e-9
8609.0301      1.0e-9
8609.4044      1.0e-9
8609.7787      1.0e-9
8610.153       1.0e-9
8610.5274      1.0e-9
8610.9018      1.0e-9
8611.2762      1.0e-9
8611.6506      1.0e-9
8612.025       1.0e-9
8612.3994      1.0e-9
8612.7739      1.0e-9
8613.1483      1.0e-9
8613.5228      1.0e-9
8613.8973      1.0e-9
8614.2718      1.0e-9
8614.6464      1.0e-9
8615.0209      1.0e-9
8615.3955      1.0e-9
8615.7701      1.0e-9
8616.1447      1.0e-9
8616.5193      1.0e-9
8616.8939      1.0e-9
8617.2686      1.0e-9
8617.6432      1.0e-9
8618.0179      1.0e-9
8618.3926      1.0e-9
8618.7673      1.0e-9
8619.142       1.0e-9
8619.5168      1.0e-9
8619.8916      1.0e-9
8620.2663      1.0e-9
8620.6411      1.0e-9
8621.0159      1.0e-9
8621.3908      1.0e-9
8621.7656      1.0e-9
8622.1405      1.0e-9
8622.5153      1.0e-9
8622.8902      1.0e-9
8623.2651      1.0e-9
8623.6401      1.0e-9
8624.015       1.0e-9
8624.39        1.0e-9
8624.7649      1.0e-9
8625.1399      1.0e-9
8625.5149      1.0e-9
8625.89	       1.0e-9
8626.265       1.0e-9
8626.64        1.0e-9
8627.0151      1.0e-9
8627.3902      1.0e-9
8627.7653      1.0e-9
8628.1404      1.0e-9
8628.5156      1.0e-9
8628.8907      1.0e-9
8629.2659      1.0e-9
8629.6411      1.0e-9
8630.0163      1.0e-9
8630.3915      1.0e-9
8630.7667      1.0e-9
8631.142       1.0e-9
8631.5172      1.0e-9
8631.8925      1.0e-9
8632.2678      1.0e-9
8632.6431      1.0e-9
8633.0185      1.0e-9
8633.3938      1.0e-9
8633.7692      1.0e-9
8634.1446      1.0e-9
8634.52        1.0e-9
8634.8954      1.0e-9
8635.2708      1.0e-9
8635.6463      1.0e-9
8636.0217      1.0e-9
8636.3972      1.0e-9
8636.7727      1.0e-9
8637.1482      1.0e-9
8637.5237      1.0e-9
8637.8993      1.0e-9
8638.2748      1.0e-9
8638.6504      1.0e-9
8639.026       1.0e-9
8639.4016      1.0e-9
8639.7773      1.0e-9
8640.1529      1.0e-9
8640.5286      1.0e-9
8640.9042      1.0e-9
8641.2799      1.0e-9
8641.6556      1.0e-9
8642.0314      1.0e-9
8642.4071      1.0e-9
8642.7829      1.0e-9
8643.1586      1.0e-9
8643.5344      1.0e-9
8643.9102      1.0e-9
8644.286       1.0e-9
8644.6619      1.0e-9
8645.0377      1.0e-9
8645.4136      1.0e-9
8645.7895      1.0e-9
8646.1654      1.0e-9
8646.5413      1.0e-9
8646.9173      1.0e-9
8647.2932      1.0e-9
8647.6692      1.0e-9
8648.0452      1.0e-9
8648.4212      1.0e-9
8648.7972      1.0e-9
8649.1732      1.0e-9
8649.5493      1.0e-9
8649.9253      1.0e-9
8650.3014      1.0e-9
8650.6775      1.0e-9
8651.0536      1.0e-9
8651.4298      1.0e-9
8651.8059      1.0e-9
8652.1821      1.0e-9
8652.5583      1.0e-9
8652.9345      1.0e-9
8653.3107      1.0e-9
8653.6869      1.0e-9
8654.0632      1.0e-9
8654.4394      1.0e-9
8654.8157      1.0e-9
8655.192       1.0e-9
8655.5683      1.0e-9
8655.9446      1.0e-9
8656.321       1.0e-9
8656.6973      1.0e-9
8657.0737      1.0e-9
8657.4501      1.0e-9
8657.8265      1.0e-9
8658.203       1.0e-9
8658.5794      1.0e-9
8658.9559      1.0e-9
8659.3323      1.0e-9
8659.7088      1.0e-9
8660.0853      1.0e-9
8660.4619      1.0e-9
8660.8384      1.0e-9
8661.215       1.0e-9
8661.5915      1.0e-9
8661.9681      1.0e-9
8662.3447      1.0e-9
8662.7214      1.0e-9
8663.098       1.0e-9
8663.4747      1.0e-9
8663.8513      1.0e-9
8664.228       1.0e-9
8664.6047      1.0e-9
8664.9814      1.0e-9
8665.3582      1.0e-9
8665.7349      1.0e-9
8666.1117      1.0e-9
8666.4885      1.0e-9
8666.8653      1.0e-9
8667.2421      1.0e-9
8667.619       1.0e-9
8667.9958      1.0e-9
8668.3727      1.0e-9
8668.7496      1.0e-9
8669.1265      1.0e-9
8669.5034      1.0e-9
8669.8803      1.0e-9
8670.2573      1.0e-9
8670.6342      1.0e-9
8671.0112      1.0e-9
8671.3882      1.0e-9
8671.7652      1.0e-9
8672.1423      1.0e-9
8672.5193      1.0e-9
8672.8964      1.0e-9
8673.2735      1.0e-9
8673.6506      1.0e-9
8674.0277      1.0e-9
8674.4048      1.0e-9
8674.782       1.0e-9
8675.1591      1.0e-9
8675.5363      1.0e-9
8675.9135      1.0e-9
8676.2907      1.0e-9
8676.668       1.0e-9
8677.0452      1.0e-9
8677.4225      1.0e-9
8677.7997      1.0e-9
8678.177       1.0e-9
8678.5543      1.0e-9
8678.9317      1.0e-9
8679.309       1.0e-9
8679.6864      1.0e-9
8680.0638      1.0e-9
8680.4412      1.0e-9
8680.8186      1.0e-9
8681.196       1.0e-9
8681.5734      1.0e-9
8681.9509      1.0e-9
8682.3284      1.0e-9
8682.7059      1.0e-9
8683.0834      1.0e-9
8683.4609      1.0e-9
8683.8384      1.0e-9
8684.216       1.0e-9
8684.5936      1.0e-9
8684.9712      1.0e-9
8685.3488      1.0e-9
8685.7264      1.0e-9
8686.104       1.0e-9
8686.4817      1.0e-9
8686.8594      1.0e-9
8687.2371      1.0e-9
8687.6148      1.0e-9
8687.9925      1.0e-9
8688.3702      1.0e-9
8688.748       1.0e-9
8689.1257      1.0e-9
8689.5035      1.0e-9
8689.8813      1.0e-9
8690.2592      1.0e-9
8690.637       1.0e-9
8691.0149      1.0e-9
8691.3927      1.0e-9
8691.7706      1.0e-9
8692.1485      1.0e-9
8692.5264      1.0e-9
8692.9044      1.0e-9
8693.2823      1.0e-9
8693.6603      1.0e-9
8694.0383      1.0e-9
8694.4163      1.0e-9
8694.7943      1.0e-9
8695.1723      1.0e-9
8695.5504      1.0e-9
8695.9284      1.0e-9
8696.3065      1.0e-9
8696.6846      1.0e-9
8697.0627      1.0e-9
8697.4409      1.0e-9
8697.819       1.0e-9
8698.1972      1.0e-9
8698.5754      1.0e-9
8698.9536      1.0e-9
8699.3318      1.0e-9
8699.71	       1.0e-9
8700.0883      1.0e-9
8700.4665      1.0e-9
8700.8448      1.0e-9
8701.2231      1.0e-9
8701.6014      1.0e-9
8701.9798      1.0e-9
8702.3581      1.0e-9
8702.7365      1.0e-9
8703.1149      1.0e-9
8703.4932      1.0e-9
8703.8717      1.0e-9
8704.2501      1.0e-9
8704.6285      1.0e-9
8705.007       1.0e-9
8705.3855      1.0e-9
8705.764       1.0e-9
8706.1425      1.0e-9
8706.521       1.0e-9
8706.8996      1.0e-9
8707.2781      1.0e-9
8707.6567      1.0e-9
8708.0353      1.0e-9
8708.4139      1.0e-9
8708.7925      1.0e-9
8709.1712      1.0e-9
8709.5498      1.0e-9
8709.9285      1.0e-9
8710.3072      1.0e-9
8710.6859      1.0e-9
8711.0646      1.0e-9
8711.4434      1.0e-9
8711.8221      1.0e-9
8712.2009      1.0e-9
8712.5797      1.0e-9
8712.9585      1.0e-9
8713.3373      1.0e-9
8713.7162      1.0e-9
8714.095       1.0e-9
8714.4739      1.0e-9
8714.8528      1.0e-9
8715.2317      1.0e-9
8715.6106      1.0e-9
8715.9896      1.0e-9
8716.3685      1.0e-9
8716.7475      1.0e-9
8717.1265      1.0e-9
8717.5055      1.0e-9
8717.8845      1.0e-9
8718.2635      1.0e-9
8718.6426      1.0e-9
8719.0217      1.0e-9
8719.4008      1.0e-9
8719.7799      1.0e-9
8720.159       1.0e-9
8720.5381      1.0e-9
8720.9173      1.0e-9
8721.2964      1.0e-9
8721.6756      1.0e-9
8722.0548      1.0e-9
8722.4341      1.0e-9
8722.8133      1.0e-9
8723.1925      1.0e-9
8723.5718      1.0e-9
8723.9511      1.0e-9
8724.3304      1.0e-9
8724.7097      1.0e-9
8725.0891      1.0e-9
8725.4684      1.0e-9
8725.8478      1.0e-9
8726.2272      1.0e-9
8726.6066      1.0e-9
8726.986       1.0e-9
8727.3654      1.0e-9
8727.7449      1.0e-9
8728.1243      1.0e-9
8728.5038      1.0e-9
8728.8833      1.0e-9
8729.2628      1.0e-9
8729.6424      1.0e-9
8730.0219      1.0e-9
8730.4015      1.0e-9
8730.7811      1.0e-9
8731.1607      1.0e-9
8731.5403      1.0e-9
8731.9199      1.0e-9
8732.2996      1.0e-9
8732.6792      1.0e-9
8733.0589      1.0e-9
8733.4386      1.0e-9
8733.8183      1.0e-9
8734.198       1.0e-9
8734.5778      1.0e-9
8734.9576      1.0e-9
8735.3373      1.0e-9
8735.7171      1.0e-9
8736.097       1.0e-9
8736.4768      1.0e-9
8736.8566      1.0e-9
8737.2365      1.0e-9
8737.6164      1.0e-9
8737.9963      1.0e-9
8738.3762      1.0e-9
8738.7561      1.0e-9
8739.1361      1.0e-9
8739.516       1.0e-9
8739.896       1.0e-9
8740.276       1.0e-9
8740.656       1.0e-9
8741.036       1.0e-9
8741.4161      1.0e-9
8741.7961      1.0e-9
8742.1762      1.0e-9
8742.5563      1.0e-9
8742.9364      1.0e-9
8743.3166      1.0e-9
8743.6967      1.0e-9
8744.0769      1.0e-9
8744.457       1.0e-9
8744.8372      1.0e-9
8745.2174      1.0e-9
8745.5977      1.0e-9
8745.9779      1.0e-9
8746.3582      1.0e-9
8746.7384      1.0e-9
8747.1187      1.0e-9
8747.499       1.0e-9
8747.8794      1.0e-9
8748.2597      1.0e-9
8748.6401      1.0e-9
8749.0205      1.0e-9
8749.4008      1.0e-9
8749.7813      1.0e-9
8750.1617      1.0e-9
8750.5421      1.0e-9
8750.9226      1.0e-9
8751.3031      1.0e-9
8751.6835      1.0e-9
8752.0641      1.0e-9
8752.4446      1.0e-9
8752.8251      1.0e-9
8753.2057      1.0e-9
8753.5863      1.0e-9
8753.9668      1.0e-9
8754.3474      1.0e-9
8754.7281      1.0e-9
8755.1087      1.0e-9
8755.4894      1.0e-9
8755.87        1.0e-9
8756.2507      1.0e-9
8756.6314      1.0e-9
8757.0122      1.0e-9
8757.3929      1.0e-9
8757.7737      1.0e-9
8758.1544      1.0e-9
8758.5352      1.0e-9
8758.916       1.0e-9
8759.2968      1.0e-9
8759.6777      1.0e-9
8760.0585      1.0e-9
8760.4394      1.0e-9
8760.8203      1.0e-9
8761.2012      1.0e-9
8761.5821      1.0e-9
8761.9631      1.0e-9
8762.344       1.0e-9
8762.725       1.0e-9
8763.106       1.0e-9
8763.487       1.0e-9
8763.868       1.0e-9
8764.249       1.0e-9
8764.6301      1.0e-9
8765.0112      1.0e-9
8765.3923      1.0e-9
8765.7734      1.0e-9
8766.1545      1.0e-9
8766.5356      1.0e-9
8766.9168      1.0e-9
8767.2979      1.0e-9
8767.6791      1.0e-9
8768.0603      1.0e-9
8768.4416      1.0e-9
8768.8228      1.0e-9
8769.204       1.0e-9
8769.5853      1.0e-9
8769.9666      1.0e-9
8770.3479      1.0e-9
8770.7292      1.0e-9
8771.1106      1.0e-9
8771.4919      1.0e-9
8771.8733      1.0e-9
8772.2547      1.0e-9
8772.6361      1.0e-9
8773.0175      1.0e-9
8773.3989      1.0e-9
8773.7804      1.0e-9
8774.1618      1.0e-9
8774.5433      1.0e-9
8774.9248      1.0e-9
8775.3064      1.0e-9
8775.6879      1.0e-9
8776.0694      1.0e-9
8776.451       1.0e-9
8776.8326      1.0e-9
8777.2142      1.0e-9
8777.5958      1.0e-9
8777.9774      1.0e-9
8778.3591      1.0e-9
8778.7408      1.0e-9
8779.1224      1.0e-9
8779.5041      1.0e-9
8779.8859      1.0e-9
8780.2676      1.0e-9
8785	       1.0e-9
8790	       1.0e-9
8795	       1.0e-9
8800	       1.0e-9
8805	       1.0e-9
8810	       1.0e-9
8815	       1.0e-9
8820	       1.0e-9
8825	       1.0e-9
8830	       1.0e-9
8835	       1.0e-9
8840	       1.0e-9
8845	       1.0e-9
8850	       1.0e-9
8855	       1.0e-9
8860	       1.0e-9
8865	       1.0e-9
8870	       1.0e-9
8875	       1.0e-9
8880	       1.0e-9
8885	       1.0e-9
8890	       1.0e-9
8895	       1.0e-9
8900	       1.0e-9
8905	       1.0e-9
8910	       1.0e-9
8915	       1.0e-9
8920	       1.0e-9
8925	       1.0e-9
8930	       1.0e-9
8935	       1.0e-9
8940	       1.0e-9
8945	       1.0e-9
8950	       1.0e-9
8955	       1.0e-9
8960	       1.0e-9
8965	       1.0e-9
8970	       1.0e-9
8975	       1.0e-9
8980	       1.0e-9
8985	       1.0e-9
8990	       1.0e-9
8995	       1.0e-9
9000	       1.0e-9
9005	       1.0e-9
9010	       1.0e-9
9015	       1.0e-9
9020	       1.0e-9
9025	       1.0e-9
9030	       1.0e-9
9035	       1.0e-9
9040	       1.0e-9
9045	       1.0e-9
9050	       1.0e-9
9055	       1.0e-9
9060	       1.0e-9
9065	       1.0e-9
9070	       1.0e-9
9075	       1.0e-9
9080	       1.0e-9
9085	       1.0e-9
9090	       1.0e-9
9095	       1.0e-9
9100	       1.0e-9
9105	       1.0e-9
9110	       1.0e-9
9115	       1.0e-9
9120	       1.0e-9
9125	       1.0e-9
9130	       1.0e-9
9135	       1.0e-9
9140	       1.0e-9
9145	       1.0e-9
9150	       1.0e-9
9155	       1.0e-9
9160	       1.0e-9
9165	       1.0e-9
9170	       1.0e-9
9175	       1.0e-9
9180	       1.0e-9
9185	       1.0e-9
9190	       1.0e-9
9195	       1.0e-9
9200	       1.0e-9
9205	       1.0e-9
9210	       1.0e-9
9215	       1.0e-9
9220	       1.0e-9
9225	       1.0e-9
9230	       1.0e-9
9235	       1.0e-9
9240	       1.0e-9
9245	       1.0e-9
9250	       1.0e-9
9255	       1.0e-9
9260	       1.0e-9
9265	       1.0e-9
9270	       1.0e-9
9275	       1.0e-9
9280	       1.0e-9
9285	       1.0e-9
9290	       1.0e-9
9295	       1.0e-9
9300	       1.0e-9
9305	       1.0e-9
9310	       1.0e-9
9315	       1.0e-9
9320	       1.0e-9
9325	       1.0e-9
9330	       1.0e-9
9335	       1.0e-9
9340	       1.0e-9
9345	       1.0e-9
9350	       1.0e-9
9355	       1.0e-9
9360	       1.0e-9
9365	       1.0e-9
9370	       1.0e-9
9375	       1.0e-9
9380	       1.0e-9
9385	       1.0e-9
9390	       1.0e-9
9395	       1.0e-9
9400	       1.0e-9
9405	       1.0e-9
9410	       1.0e-9
9415	       1.0e-9
9420	       1.0e-9
9425	       1.0e-9
9430	       1.0e-9
9435	       1.0e-9
9440	       1.0e-9
9445	       1.0e-9
9450	       1.0e-9
9455	       1.0e-9
9460	       1.0e-9
9465	       1.0e-9
9470	       1.0e-9
9475	       1.0e-9
9480	       1.0e-9
9485	       1.0e-9
9490	       1.0e-9
9495	       1.0e-9
9500	       1.0e-9
9505	       1.0e-9
9510	       1.0e-9
9515	       1.0e-9
9520	       1.0e-9
9525	       1.0e-9
9530	       1.0e-9
9535	       1.0e-9
9540	       1.0e-9
9545	       1.0e-9
9550	       1.0e-9
9555	       1.0e-9
9560	       1.0e-9
9565	       1.0e-9
9570	       1.0e-9
9575	       1.0e-9
9580	       1.0e-9
9585	       1.0e-9
9590	       1.0e-9
9595	       1.0e-9
9600	       1.0e-9
9605	       1.0e-9
9610	       1.0e-9
9615	       1.0e-9
9620	       1.0e-9
9625	       1.0e-9
9630	       1.0e-9
9635	       1.0e-9
9640	       1.0e-9
9645	       1.0e-9
9650	       1.0e-9
9655	       1.0e-9
9660	       1.0e-9
9665	       1.0e-9
9670	       1.0e-9
9675	       1.0e-9
9680	       1.0e-9
9685	       1.0e-9
9690	       1.0e-9
9695	       1.0e-9
9700	       1.0e-9
9705	       1.0e-9
9710	       1.0e-9
9715	       1.0e-9
9720	       1.0e-9
9725	       1.0e-9
9730	       1.0e-9
9735	       1.0e-9
9740	       1.0e-9
9745	       1.0e-9
9750	       1.0e-9
9755	       1.0e-9
9760	       1.0e-9
9765	       1.0e-9
9770	       1.0e-9
9775	       1.0e-9
9780	       1.0e-9
9785	       1.0e-9
9790	       1.0e-9
9795	       1.0e-9
9800	       1.0e-9
9805	       1.0e-9
9810	       1.0e-9
9815	       1.0e-9
9820	       1.0e-9
9825	       1.0e-9
9830	       1.0e-9
9835	       1.0e-9
9840	       1.0e-9
9845	       1.0e-9
9850	       1.0e-9
9855	       1.0e-9
9860	       1.0e-9
9865	       1.0e-9
9870	       1.0e-9
9875	       1.0e-9
9880	       1.0e-9
9885	       1.0e-9
9890	       1.0e-9
9895	       1.0e-9
9900	       1.0e-9
9905	       1.0e-9
9910	       1.0e-9
9915	       1.0e-9
9920	       1.0e-9
9925	       1.0e-9
9930	       1.0e-9
9935	       1.0e-9
9940	       1.0e-9
9945	       1.0e-9
9950	       1.0e-9
9955	       1.0e-9
9960	       1.0e-9
9965	       1.0e-9
9970	       1.0e-9
9975	       1.0e-9
9980	       1.0e-9
9985	       1.0e-9
9990	       1.0e-9
9995	       1.0e-9
10000	       1.0e-9
10005	       1.0e-9
10010	       1.0e-9
10015	       1.0e-9
10020	       1.0e-9
10025	       1.0e-9
10030	       1.0e-9
10035	       1.0e-9
10040	       1.0e-9
10045	       1.0e-9
10050	       1.0e-9
10055	       1.0e-9
10060	       1.0e-9
10065	       1.0e-9
10070	       1.0e-9
10075	       1.0e-9
10080	       1.0e-9
10085	       1.0e-9
10090	       1.0e-9
10095	       1.0e-9
10100	       1.0e-9
10105	       1.0e-9
10110	       1.0e-9
10115	       1.0e-9
10120	       1.0e-9
10125	       1.0e-9
10130	       1.0e-9
10135	       1.0e-9
10140	       1.0e-9
10145	       1.0e-9
10150	       1.0e-9
10155	       1.0e-9
10160	       1.0e-9
10165	       1.0e-9
10170	       1.0e-9
10175	       1.0e-9
10180	       1.0e-9
10185	       1.0e-9
10190	       1.0e-9
10195	       1.0e-9
10200	       1.0e-9
10205	       1.0e-9
10210	       1.0e-9
10215	       1.0e-9
10220	       1.0e-9
10225	       1.0e-9
10230	       1.0e-9
10235	       1.0e-9
10240	       1.0e-9
10245	       1.0e-9
10250	       1.0e-9
10255	       1.0e-9
10260	       1.0e-9
10265	       1.0e-9
10270	       1.0e-9
10275	       1.0e-9
10280	       1.0e-9
10285	       1.0e-9
10290	       1.0e-9
10295	       1.0e-9
10300	       1.0e-9
10305	       1.0e-9
10310	       1.0e-9
10315	       1.0e-9
10320	       1.0e-9
10325	       1.0e-9
10330	       1.0e-9
10335	       1.0e-9
10340	       1.0e-9
10345	       1.0e-9
10350	       1.0e-9
10355	       1.0e-9
10360	       1.0e-9
10365	       1.0e-9
10370	       1.0e-9
10375	       1.0e-9
10380	       1.0e-9
10385	       1.0e-9
10390	       1.0e-9
10395	       1.0e-9
10400	       1.0e-9
10405	       1.0e-9
10410	       1.0e-9
10415	       1.0e-9
10420	       1.0e-9
10425	       1.0e-9
10430	       1.0e-9
10435	       1.0e-9
10440	       1.0e-9
10445	       1.0e-9
10450	       1.0e-9
10455	       1.0e-9
10460	       1.0e-9
10465	       1.0e-9
10470	       1.0e-9
10475	       1.0e-9
10480	       1.0e-9
10485	       1.0e-9
10490	       1.0e-9
10495	       1.0e-9
10500	       1.0e-9
10505	       1.0e-9
10510	       1.0e-9
10515	       1.0e-9
10520	       1.0e-9
10525	       1.0e-9
10530	       1.0e-9
10535	       1.0e-9
10540	       1.0e-9
10545	       1.0e-9
10550	       1.0e-9
10555	       1.0e-9
10560	       1.0e-9
10565	       1.0e-9
10570	       1.0e-9
10575	       1.0e-9
10580	       1.0e-9
10585	       1.0e-9
10590	       1.0e-9
10595	       1.0e-9
10600	       1.0e-9
10605	       1.0e-9
10610	       1.0e-9
10615	       1.0e-9
10620	       1.0e-9
10625	       1.0e-9
10630	       1.0e-9
10635	       1.0e-9
10640	       1.0e-9
10645	       1.0e-9
10650	       1.0e-9
10655	       1.0e-9
10660	       1.0e-9
